"ID","NOMBRE_EMP","NOMBRE_FAE","REGIÓN_IN","PROVINCIA","COMUNA_INS","NOMBRE_INS","TIPO_INSTA","RECOBRERSO","UTM_NORTE","UTM_ESTE","LATITUD","LONGITUD","ESTADO_INS","METODO_CONS","NEAR_DIST","VOL_AUTORIZADO","VOL_ACTUAL","TOS/IUTORIZADO","TOS/ICTUAL","RES_APRUEBA","RES_PDC_APRUEBA","RES_PDC_FECHA","RES_APRUEBA_FECHA"
"696","DESCONOCIDO","PLANTA DULCINEA","V","PETORCA","PETORCA","DULCINEA","TRANQUE DE RELAVE","COBRE","6442277.67","330319.13","-32.1432","-70.7991","ABANDONADO","S/I","17689.598390276","215905","0","323857","0","S/I","S/I","S/I","S/I"
"697","MINEX S.A.","PLANTA SAN EDUARDO","III","COPIAPO","COPIAPO","DEPOSITO 2","EMBALSE","COBRE","6966948.81","365909.23","-27.4143","-70.3564","ACTIVO","EMBALSE","5654.6513571086","3400","2198","  5,100 ","3298","124","S/I","S/I","3/20/2015"
"698","MINEX S.A.","PLANTA SAN EDUARDO","III","COPIAPO","COPIAPO","ESTANQUE IMPERMEABILIZADO","EMBALSE","COBRE","6966920.86","365943.92","-27.4145","-70.3561","INACTIVO","EMBALSE","S/I","S/I","S/I","3600","S/I","265","S/I","S/I","30-05-2017"
"699","ANA MARIA MUNIZAGA","PLANTA ALEMANA","III","COPIAPO","COPIAPO","EMBALSE DE RELAVE","EMBALSE","ORO-COBRE","6967761.40","366000.76","-27.4069","-70.3554","ACTIVO","EMBALSE","4845.8284048864","36000","267","  54,000 ","  1,217 ","317","350","4/30/2014","4/25/2014"
"700","FELIPE NUÑEZ","PLANTA MIRANDA ","IV","ELQUI","ANDACOLLO","TRANQUE 7","TRANQUE DE RELAVE","ORO","6651437.10","299784.78","-30.2522","-71.0809","INACTIVO","AGUAS ARRIBA","1429.4151651673","145920","0","218880","0","992","S/I","S/I","9/28/1984"
"701","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","VICUÑA","DESCONOCIDO","TRANQUE DE RELAVE","COBRE","6692113.12","317527.55","-29.8881","-70.8896","ABANDONADO","S/I","23779.526909737","105436","0","158154","0","S/I","S/I","S/I","S/I"
"702","JUAN POLO DABED","FAENA TUNQUEN","IV","CHOAPA","ILLAPEL","TUNQUEN","TRANQUE DE RELAVE","COBRE","6515394.60","301419.71","-31.4792","-71.0904","ACTIVO","S/I","18240.430297278","1641600","35681","  2,462,400 ","  70,971 ","1177","S/I","S/I","4/2/2003"
"703","SOC. AGUIRRE MOYANO LTDA.","FAENA EL MAITEN","IV","CHOAPA","ILLAPEL","ORIENTE","TRANQUE DE RELAVE","ORO","6494660.40","286545.65","-31.6635","-71.2514","INACTIVO","EJE CENTRAL","8924.4980252476","12950","0","19425","0","S/I","1921","7/24/2002","S/I"
"704","GONZALO ASTORGA SAA","AURICOP","III","COPIAPO","COPIAPO","TRANQUE ","TRANQUE DE RELAVE","ORO-COBRE","6967856.38","366277.51","-27.4061","-70.3526","INACTIVO","S/I","4667.0334160999","20782","0","31902","0","S/I","S/I","S/I","S/I"
"705","ENAMI","PIRQUINEROS DE CHOJA","I","TAMARUGAL","PICA","RELAVE 1","TRANQUE DE RELAVE","ORO","7670708.75","512655.51","-21.0645","-68.8782","ABANDONADO","S/I","153513.46257547","100","0","150","0","S/I","S/I","S/I","S/I"
"706","ENAMI","PIRQUINEROS DE CHOJA","I","TAMARUGAL","PICA","RELAVE 3","TRANQUE DE RELAVE","ORO","7670706.63","512657.89","-21.0645","-68.8782","ABANDONADO","S/I","153511.42539656","100","0","150","0","S/I","S/I","S/I","S/I"
"707","ENAMI","PIRQUINEROS DE CHOJA","I","TAMARUGAL","PICA","RELAVE 2","TRANQUE DE RELAVE","ORO","7670703.46","512661.60","-21.0646","-68.8781","ABANDONADO","S/I","153508.37410843","100","0","150","0","S/I","S/I","S/I","S/I"
"708","DESCONOCIDO","PLANTA QUEBRADA EL HUESO","II","ANTOFAGASTA","TALTAL","TRANQUE","TRANQUE DE RELAVE","COBRE","7189194.32","354181.16","-25.4070","-70.4498","ABANDONADO","S/I","105401.73668119","600","0","900","0","S/I","S/I","S/I","S/I"
"709","SOC. PUNTA DEL COBRE S.A.","PLANTA SAN JOSE","III","COPIAPO","COPIAPO","LAS CRUCES 2","FILTRADO","COBRE","6963134.12","370182.17","-27.4491","-70.3136","EN CONSTRUCCION","S/I","5767.3681775847","26277066","0","39415600","0","558","S/I","S/I","3/18/2016"
"710","DESCONOCIDO","PLANTA CACHIYUYO","III","HUASCO","VALLENAR","CACHIYUYO1-2","EMBALSE","COBRE-ORO","6785235.36","316169.58","-29.0479","-70.8881","INACTIVO","EMBALSE","53779.958194796","1612","0","2418","0","S/I","S/I","S/I","S/I"
"711","CIA. CERRO CENTINELA","PLANTA COMBARBALA","IV","LIMARI","COMBARBALA","DEPOSITO 2","TRANQUE DE RELAVE","COBRE-ORO","6552670.15","305888.12","-31.1439","-71.0362","ABANDONADO","S/I","4772.0519351197","223017","0","334525","0","S/I","S/I","S/I","S/I"
"712","DESCONOCIDO","PLANTA TRANSITO (LAS PALMAS)","V","PETORCA","PETORCA","TRANQUE 1-2-3-4","TRANQUE DE RELAVE","COBRE","6438408.57","297481.86","-32.1726","-71.1479","ABANDONADO","S/I","21944.974855637","18641","S/I","27961","0","S/I","S/I","S/I","S/I"
"713","OP MINING CHILE SpA","PLANTA OP (EX FARAH)","III","COPIAPO","COPIAPO","EMBALSE OP","EMBALSE","COBRE-ORO","6968183.40","367134.53","-27.4032","-70.3439","INACTIVO","EMBALSE","4162.6617774221","108000","18","162000","27","278","281","8/13/2015","8/13/2015"
"714","CARLOS SOTO FUENTEALBA","PLANTA PORVENIR","III","COPIAPO","COPIAPO","PORVENIR SUR","TRANQUE DE RELAVE","COBRE","6969493.20","368457.17","-27.3915","-70.3304","INACTIVO","EJE CENTRAL","2927.5336119614","8752","0","13128","0","69","402","1/25/2005","1/16/1987"
"715","ELIAS RESK CONTRERAS (SOC. MINERA SANTA TERESA)","PLANTA SANTA TERESA","III","COPIAPO","COPIAPO","SANTA TERESA 2","TRANQUE DE RELAVE","ORO","6968922.18","366948.10","-27.3966","-70.3457","INACTIVO","S/I","3465.0441589561","32650","0","48975","0","S/I","S/I","S/I","S/I"
"716","MIGUEL DAY","PLANTA DAY","III","COPIAPO","COPIAPO","DESCONOCIDO","TRANQUE DE RELAVE","ORO","6969425.99","367474.98","-27.3921","-70.3403","INACTIVO","AGUAS ARRIBA","2892.2952703521","1000","S/I","1500","S/I","S/I","S/I","S/I","S/I"
"717","RIGOBERTO VASQUEZ VERA","FAENA RIGOBERTO VASQUEZ VERA","IV","CHOAPA","ILLAPEL","SANTA TERESA ","TRANQUE DE RELAVE","COBRE-ORO","6527206.74","303436.63","-31.3731","-71.0669","INACTIVO","S/I","22554.350961049","25000","S/I","37500","S/I","S/I","S/I","S/I","S/I"
"718","DESCONOCIDO","DESCONOCIDO","IV","CHOAPA","ILLAPEL","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6497686.02","294260.01","-31.6376","-71.1694","ABANDONADO","S/I","861.53205243808","1000","0","1500","0","S/I","S/I","S/I","S/I"
"719","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","ORO","6651828.01","297294.43","-30.2483","-71.1067","ABANDONADO","S/I","1306.1704929365","15120","0","22680","0","S/I","S/I","S/I","S/I"
"720","DESCONOCIDO","DESCONOCIDO","VI","CARDENAL CARO","LITUECHE","DESCONOCIDO","TRANQUE DE RELAVE","DESCONOCIDO","6220958.79","248524.48","-34.1220","-71.7267","ABANDONADO","S/I","58781.208804131","1200","S/I","1800","S/I","S/I","S/I","S/I","S/I"
"721","CARLOS VALDIVIA","PLANTAS EL PINGO Y SANTA MARIA","IV","LIMARI","MONTE PATRIA","TRANQUE","TRANQUE DE RELAVE","COBRE","6586098.71","348745.85","-30.8487","-70.5818","INACTIVO","S/I","39752.003163864","188300","0","282450","0","S/I","S/I","S/I","S/I"
"722","CARLOS VALDIVIA","PLANTAS EL PINGO Y SANTA MARIA","IV","LIMARI","MONTE PATRIA","EL PINGO 1","TRANQUE DE RELAVE","COBRE","6586406.68","348667.54","-30.8459","-70.5826","INACTIVO","AGUAS ABAJO","39555.438159201","45600","0","68400","0","11","S/I","S/I","1/4/1989"
"723","CIA. MINERA SAN PATRICIO","SAN PATRICIO","III","COPIAPO","COPIAPO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","6969446.04","367225.25","-27.3919","-70.3429","INACTIVO","S/I","2899.6674725207","27300","S/I","40950","S/I","S/I","S/I","S/I","S/I"
"724","SOC. CONTRACTUAL MINERA ALIANZA","PLANTA VIÑITA AZUL ","III","COPIAPO","COPIAPO","TRANQUE 5","TRANQUE DE RELAVE","COBRE","6966863.00","369168.00","-27.4154","-70.3235","ACTIVO","AGUAS ABAJO","S/I","S/I","S/I","202802","19629","0432","S/I","S/I","09-06-2020"
"725","SOC. CONTRACTUAL MINERA ALIANZA","PLANTA VIÑITA AZUL","III","COPIAPO","COPIAPO","TRANQUE 4","TRANQUE DE RELAVE","COBRE","6966708.86","369287.92","-27.4168","-70.3223","ACTIVO","EJE CENTRAL","5783.2309367194","36675","30073","59413","45109","951","S/I","S/I","4/4/2018"
"726","ENAMI","PLANTA VALLENAR","III","HUASCO","VALLENAR","TRANQUE 2","TRANQUE DE RELAVE","COBRE","6839234.69","329660.11","-28.5626","-70.7414","INACTIVO","AGUAS ABAJO","2968.7087223971","S/I","S/I","S/I","S/I","<Nulo>","<Nulo>","<Nulo>","<Nulo>"
"727","ENAMI","PLANTA VALLENAR","III","HUASCO","VALLENAR","TRANQUE 1","TRANQUE DE RELAVE","COBRE","6839133.06","329898.02","-28.5636","-70.7390","INACTIVO","AGUAS ABAJO","2968.7087223971","S/I","S/I","S/I","S/I","<Nulo>","<Nulo>","<Nulo>","<Nulo>"
"728","ENAMI","PLANTA VALLENAR","III","HUASCO","VALLENAR","DRE VALLENAR","ESPESADO","COBRE","6839809.17","329504.31","-28.5574","-70.7429","ACTIVO","AGUAS ABAJO","2968.7087223971","S/I","S/I","  1,320,000 ","24394","<Nulo>","<Nulo>","<Nulo>","<Nulo>"
"729","MINERA PURAFE","PLANTA RUNGUE","RM","CHACABUCO","TILTIL","NOGAZ","TRANQUE DE RELAVE","COBRE","6346745.84","323375.23","-33.0034","-70.8907","INACTIVO","S/I","9700.9038171866","720000","S/I","1080000","S/I","S/I","S/I","S/I","S/I"
"730","MINERA LA MERCED E.I.R.L.","PLANTA DE BENEFICIO DE MINERALES","V","PETORCA","PETORCA","EMBALSE","EMBALSE","COBRE","6433693.24","323679.71","-32.2195","-70.8710","INACTIVO","EMBALSE","7091.152734426","3600","S/I","5400","S/I","S/I","S/I","S/I","S/I"
"731","MIGRIN S.A.","LAS PIEDRAS","VII","TALCA","EMPEDRADO","DEPOSITO DE LODOS NUEVO","EMBALSE","SILICE","6057523.05","191625.14","-35.5780","-72.4028","ACTIVO","EMBALSE","58774.542529527","46354","39728","64896","  80,000 ","134","S/I","S/I","5/22/2017"
"732","MARIO ROJAS","FAENA SOR TERESA","IV","ELQUI","LA HIGUERA","SOR TERESA","TRANQUE DE RELAVE","COBRE-ORO","6750365.52","293970.93","-29.3590","-71.1224","INACTIVO","EJE CENTRAL","18790.802855345","33792","0","50688","0","S/I","S/I","S/I","S/I"
"733","SOTRATEC-MINART LTDA.","PLANTA EL CATEADOR","III","COPIAPO","COPIAPO","EMBALSE DE RELAVE","EMBALSE","COBRE","6967627.74","365937.71","-27.4081","-70.3561","ACTIVO","EMBALSE","4993.0256623843","17560","1200","  28,100 ","  1,812 ","489","S/I","S/I","6/24/2014"
"734","SOCIEDAD TUNGSTENO LLAMUCO SpA","WOLFRAMIO LLAMUCO","IV","CHOAPA","SALAMANCA","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6492888.17","331573.25","-31.6870","-70.7770","ABANDONADO","S/I","20692.615601505","28000","0","42000","0","S/I","S/I","S/I","S/I"
"735","SOCIEDAD TUNGSTENO LLAMUCO SpA","WOLFRAMIO LLAMUCO","IV","CHOAPA","SALAMANCA","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6492693.70","331505.78","-31.6887","-70.7777","ABANDONADO","S/I","20536.292712718","4400","0","6600","0","S/I","S/I","S/I","S/I"
"736","DESCONOCIDO","DESCONOCIDO","IV","LIMARI","COMBARBALA","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6541401.41","308061.15","-31.2458","-71.0155","ABANDONADO","S/I","7718.6753610737","18106","0","27159","0","S/I","S/I","S/I","S/I"
"737","JUAN PEREZ GOMEZ","EL ROMERO","IV","CHOAPA","ILLAPEL","EMBALSE EL ROMERO","EMBALSE","COBRE-ORO","6522514.00","304278.00","-31.4155","-71.0590","INACTIVO","EMBALSE","S/I","0","S/I","S/I","S/I","S/I","S/I","S/I","S/I"
"738","LIVANS KLINT FREDES ORTIZ","PLANTA ESTRELLA","IV","ELQUI","LA SERENA","PISCINA RELAVE PLANTA ESTRELLA","EMBALSE","COBRE-ORO","6675438.00","296231.00","-30.0352","-71.1132","EN REVISION","EMBALSE","S/I","0","S/I","S/I","S/I","S/I","S/I","S/I","S/I"
"739","SOC. COM. BELLAVISTA (J.GODOY ALBALLAY)","PLANTA BELLAVISTA","IV","ELQUI","ANDACOLLO","RELAVES BELLAVISTA","TRANQUE DE RELAVE","ORO-COBRE","6651593.56","299681.76","-30.2508","-71.0820","ACTIVO","AGUAS ABAJO","1375.0651768003","97160","26693","136024","40040","1399","S/I","S/I","5/10/2015"
"740","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6650988.37","300024.97","-30.2563","-71.0785","ABANDONADO","S/I","1638.9019644567","200","0","300","0","S/I","S/I","S/I","S/I"
"741","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6651027.95","300531.49","-30.2560","-71.0733","ABANDONADO","S/I","2142.1517667143","4000","0","5200","0","S/I","S/I","S/I","S/I"
"742","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6652683.59","298870.04","-30.2408","-71.0902","ABANDONADO","S/I","1636.4293937321","17749","0","26662","0","S/I","S/I","S/I","S/I"
"743","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6654304.85","301399.71","-30.2266","-71.0636","ABANDONADO","S/I","4381.9997012656","6500","0","8400","0","S/I","S/I","S/I","S/I"
"744","SOCIEDAD DE EXPLOTACIONES MINERAS VALLE HERMOSO SPA","VALLE HERMOSO","IV","LIMARI","COMBARBALA","VALLE HERMOSO","EMBALSE","COBRE","6540229.28","309167.99","-31.2566","-71.0041","INACTIVO","EMBALSE","S/I","S/I","S/I","3600","S/I","457","S/I","S/I","06-04-2018"
"745","MINERA BARBA SCM","PLANTA BARBA","IV","LIMARI","COMBARBALA","EMBALSE DE RELAVE","EMBALSE","COBRE","6544846.36","303640.18","-31.2140","-71.0613","ACTIVO","EMBALSE","6827.0576915763","60864","0","91296","0","416","S/I","S/I","4/29/2013"
"746","SOCIEDAD INVERSIONES NORTEBLANCO","PLANTA NADZIEJA","IV","ELQUI","ANDACOLLO","PISCINA NADZIEJA","EMBALSE","COBRE-ORO","6650725.00","306037.00","-30.2596","-71.0161","INACTIVO","S/I","2142.1517667143","540","0","0","648","S/I","S/I","S/I","S/I"
"747","MINERA ALOE","PLANTA DIEGO DE ALMAGRO","III","CHAÑARAL","DIEGO DE ALMAGRO","EMBALSE DE RELAVE","EMBALSE","COBRE-ORO","7079867.83","393451.42","-26.3974","-70.0682","ABANDONADO","EMBALSE","2277.3049129052","11240","0","16860","0","800","825","321-12-2014","12/23/2014"
"748","DESCONOCIDO","PLANTA LOS HOYOS","V","PETORCA","PETORCA","LOS HOYOS","TRANQUE DE RELAVE","ORO","6450764.00","327437.01","-32.0662","-70.8281","INACTIVO","AGUAS ABAJO","23042.307287977","813714","265682","1220571","398524","1338","836","10/23/2012","7/10/2000"
"749","ALTO ADIGIO SpA (EX CIA. MINERA TAURO)","PROFESOR ALDO LETTURA","IV","ELQUI","LA HIGUERA","EMBALSE","EMBALSE","COBRE","6752099.55","291287.73","-29.3429","-71.1497","INACTIVO","EMBALSE","19665.321198771","4364","0","6546","0","1638","S/I","S/I","11/17/2015"
"750","MINERA RCL (RICARDO ROJAS)","PLANTA SANTA ROSA","IV","ELQUI","LA HIGUERA","EMBALSE 1","EMBALSE","COBRE-ORO","6750730.45","293400.72","-29.3556","-71.1282","INACTIVO","EMBALSE","18931.605399569","636","0","954","0","S/I","S/I","S/I","S/I"
"751","MINERA RCL (RICARDO ROJAS)","PLANTA SANTA ROSA","IV","ELQUI","LA HIGUERA","EMBALSE 2","EMBALSE","COBRE-ORO","6750741.70","293422.54","-29.3555","-71.1280","INACTIVO","EMBALSE","18949.531464418","548","0","822","0","S/I","S/I","S/I","S/I"
"752","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","LA HIGUERA","ACOPIO","TRANQUE DE RELAVE","COBRE","6736943.16","298881.47","-29.4809","-71.0743","ABANDONADO","S/I","12507.234677565","600","0","900","0","S/I","S/I","S/I","S/I"
"753","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE-ORO","6654451.85","302213.05","-30.2254","-71.0552","ABANDONADO","S/I","5071.0536553764","23165","0","34747","0","S/I","S/I","S/I","S/I"
"754","MARAY S.A.","FAENA EL MARAY","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","ORO","6654106.51","301852.03","-30.2285","-71.0590","ABANDONADO","S/I","4572.0387964182","20958","0","31437","0","S/I","S/I","S/I","S/I"
"755","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6654729.98","300457.07","-30.2226","-71.0733","INACTIVO","S/I","4160.3425392075","4000","0","6000","0","S/I","S/I","S/I","S/I"
"756","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6652262.71","299375.06","-30.2447","-71.0850","ABANDONADO","S/I","1508.8000027254","28496","0","42774","0","S/I","S/I","S/I","S/I"
"757","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6653662.97","298411.03","-30.2319","-71.0948","ABANDONADO","S/I","2544.285281912","3190","0","4785","0","S/I","S/I","S/I","S/I"
"758","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6653412.94","299072.22","-30.2343","-71.0880","ABANDONADO","S/I","2393.1044871061","28640","S/I","40000","0","S/I","S/I","S/I","S/I"
"759","CIA. MINERA SAN ESTEBAN PRIMERA","PLANTA SANTA ESTEBAN (EX SANTA LAURA)","III","COPIAPO","COPIAPO","SANTA LAURA 1","TRANQUE DE RELAVE","COBRE","6967960.34","369432.27","-27.4055","-70.3207","INACTIVO","S/I","4696.2104654428","1508240","0","2262360","0","S/I","S/I","S/I","S/I"
"760","CIA. MINERA SAN ESTEBAN PRIMERA","PLANTA SANTA ESTEBAN (EX SANTA LAURA)","III","COPIAPO","COPIAPO","SANTA LAURA 3","TRANQUE DE RELAVE","COBRE","6968177.83","369595.79","-27.4035","-70.3190","INACTIVO","S/I","4562.1322235498","301886","0","452829","0","S/I","S/I","S/I","S/I"
"761","HORACIO PASTEN","PLANTA CALETONES","IV","ELQUI","ANDACOLLO","CALETONES","EMBALSE","COBRE-ORO","6654607.00","300335.00","-30.2237","-71.0746","ACTIVO","EMBALSE","S/I","S/I","S/I","21854","6011","580","S/I","S/I","06-09-2021"
"762","HORACIO PASTEN","PLANTA CALETONES","IV","ELQUI","ANDACOLLO","CALETONES","EMBALSE","COBRE-ORO","6654403.22","300318.16","-30.2255","-71.0748","ACTIVO","EJE CENTRAL","3807.9652685159","3850","1267","5400","2534","1867","S/I","S/I","12/30/2015"
"763","DESCONOCIDO","RAMAYANA","V","QUILLOTA","OLMUE","RAMAYANA 1","TRANQUE DE RELAVE","COBRE","6340140.53","309960.94","-33.0607","-71.0356","ABANDONADO","S/I","10299.255431195","48000","S/I","72000","S/I","S/I","S/I","S/I","S/I"
"764","DESCONOCIDO","RAMAYANA","V","QUILLOTA","OLMUE","RAMAYANA 2","TRANQUE DE RELAVE","COBRE","6338926.09","310434.54","-33.0717","-71.0307","ABANDONADO","S/I","9607.0184391222","9600","S/I","14400","S/I","S/I","S/I","S/I","S/I"
"765","CEMIN","PLANTA CHINGOLES","IV","ELQUI","LA HIGUERA","CHINGOLES 2","EMBALSE","COBRE","6740808.17","330182.37","-29.4507","-70.7510","ABANDONADO","EMBALSE","43855.031554606","96660","S/I","144990","S/I","206","S/I","S/I","2/7/1986"
"766","WILSON RIVERA CARVAJAL","EL CHACAY","IV","ELQUI","LA SERENA","DEPOSITO DE RELAVES","TRANQUE DE RELAVE","ORO","6715456.26","289291.78","-29.6731","-71.1773","INACTIVO","S/I","17584.591730494","2000","S/I","3500","S/I","S/I","S/I","S/I","S/I"
"767","MINERA AYSEN","LA ESCONDIDA","XI","GENERAL CARRERA","CHILE CHICO","RELAVE LA ESCONDIDA","TRANQUE DE RELAVE","ZINC-PLOMO","4803589.50","220553.52","-46.8625","-72.6665","ABANDONADO","S/I","80428.588178078","27540","S/I","41310","S/I","S/I","S/I","S/I","S/I"
"768","MINERA AYSEN","LAS CHIVAS","XI","GENERAL CARRERA","CHILE CHICO","LAS CHIVAS","TRANQUE DE RELAVE","ZINC","4834872.60","227952.89","-46.5846","-72.5511","ABANDONADO","S/I","63577.171706489","1540","S/I","2310","S/I","S/I","S/I","S/I","S/I"
"769","DESCONOCIDO","EX PLANTA DEL GRINGO TICHAGUA","RM","MELIPILLA","MELIPILLA","GRINGO TICHAGUA","TRANQUE DE RELAVE","ORO","6278616.56","305665.89","-33.6145","-71.0948","ABANDONADO","S/I","13967.224204874","100","S/I","150","S/I","S/I","S/I","S/I","S/I"
"770","DESCONOCIDO","PLANTA LOS CARRERAS","RM","MELIPILLA","MELIPILLA","LOS CARRERAS","TRANQUE DE RELAVE","ORO","6278544.07","305630.04","-33.6152","-71.0952","ABANDONADO","S/I","13895.477057913","150","S/I","225","S/I","S/I","S/I","S/I","S/I"
"771","DESCONOCIDO","PUERTO CRISTAL","XI","COYHAIQUE","RIO IBAÑEZ","TRANQUE DE RELAVE 1","TRANQUE DE RELAVE","ORO","4838318.82","240279.11","-46.5585","-72.3885","ABANDONADO","S/I","50975.080435814","44000","S/I","66000","S/I","S/I","S/I","S/I","S/I"
"772","DESCONOCIDO","PUERTO CRISTAL","XI","COYHAIQUE","RIO IBAÑEZ","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","ORO","4838277.80","240235.45","-46.5588","-72.3891","ABANDONADO","S/I","51021.749705397","32000","S/I","48600","S/I","S/I","S/I","S/I","S/I"
"773","DESCONOCIDO","PUNTA LEQUENA","II","EL LOA","CALAMA","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","7520321.37","501469.18","-22.4233","-68.9857","ABANDONADO","S/I","6848.2447194401","98600","S/I","147960","S/I","S/I","S/I","S/I","S/I"
"774","DESCONOCIDO","PUNTA LEQUENA","II","EL LOA","CALAMA","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","COBRE","7520199.99","501413.95","-22.4244","-68.9863","ABANDONADO","S/I","6845.0891940194","40000","S/I","60000","S/I","S/I","S/I","S/I","S/I"
"775","MINERA TORO SPA","ESTANCIA FLORA","VII","TALCA","CONSTITUCION","FLORA","TRANQUE DE RELAVE","SILICE","6059169.58","174572.63","-35.5577","-72.5900","ACTIVO","S/I","74343.673710426","120000","0","180000","0","S/I","S/I","S/I","S/I"
"776","MINERA FARO CARRANZA","FARO CARRANZA","VII","CAUQUENES","CAUQUENES","LOANCO 9","TRANQUE DE RELAVE","SILICE","6057278.34","174935.77","-35.5749","-72.5868","ACTIVO","S/I","74548.233131534","189000","0","283500","0","S/I","S/I","S/I","S/I"
"777","MANTOS COOPER","MANTOS BLANCOS","II","ANTOFAGASTA","ANTOFAGASTA","DEPOSITO RELAVES FINOS","FILTRADO","COBRE","7408119.92","388494.48","-23.4330","-70.0915","ACTIVO","S/I","794.225065258","15540000","0","  21,000,000 ","  10,063,820 ","2101","31-06-2018","S/I","S/I"
"778","SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.","FAENA TAMBILLOS","IV","ELQUI","COQUIMBO","DEPOSITO FILTRADO","FILTRADO","COBRE","6656489.74","284166.88","-30.2040","-71.2421","ACTIVO","S/I","15449.6500675","930829","433132","  6,790,200 ","  2,418,739 ","1869","S/I","S/I","7/6/2018"
"779","COEMIN S.A.","PLANTA CERRILLOS","III","COPIAPO","TIERRA AMARILLA","SECTOR 5","EN PASTA","COBRE","6949864.02","381189.74","-27.5699","-70.2036","ACTIVO","S/I","9720.4408849596","59594693","  5,320,373 ","S/I","S/I","3050","S/I","S/I","9/27/2012"
"780","MINERA ESCONDIDA LTDA.","ESCONDIDA","II","ANTOFAGASTA","ANTOFAGASTA","RELAVE FILTRADO","FILTRADO","COBRE","7306087.00","491329.00","-24.3584","-69.0855","INACTIVO","EMBALSE","154463.28883813","S/I","S/I","3700000","S/I","2651","S/I","S/I","11/29/2016"
"781","CHRISTIAN MOLINA OLIVER SERVICIOS MINEROS EIRL","PLANTA COYANCURA","III","COPIAPO","TIERRA AMARILLA","AMOLANAS II","EMBALSE","COBRE","6895227.00","398243.00","-28.0644","-70.0355","ACTIVO","EMBALSE","69338.050405049","51400","S/I","82240","S/I","362","S/I","S/I","8/8/2018"
"782","CIA. MINERA POTRERILLOS","DIEGO DE ALMEYDA","III","CHAÑARAL","DIEGO DE ALMAGRO","DEPOSITO RELAVE FILTRADO","FILTRADO","COBRE","7084284.00","399075.00","-26.3579","-70.0115","ACTIVO","S/I","622.12214405813","570000","0","  1,117,200 ","  177,089 ","2414","S/I","S/I","10/3/2017"
"783","CIA. MINERA TECK QUEBRADA BLANCA","QUEBRADA BLANCA","I","TAMARUGAL","PICA","QB2","TRANQUE DE RELAVE","COBRE","7670239.90","515053.43","-21.0687","-68.8551","ACTIVO","EJE CENTRAL","153508.37410843","100","0","1240000000","0","3333","S/I","S/I","12/4/2018"
"784","MINERA SPENCE","SPENCE","II","ANTOFAGASTA","SIERRA GORDA","SPENCE","TRANQUE DE RELAVE","COBRE","7484210.00","467594.00","-22.7492","-69.3156","ACTIVO","AGUAS ABAJO","62017.933206863","504700000","0","681300000","  69,258,736 ","1293","S/I","S/I","5/11/2018"
"785","MINERA SANTO DOMINGO SCM","SANTO DOMINGO","III","CHAÑARAL","DIEGO DE ALMAGRO","SANTO DOMINGO","ESPESADO","COBRE","7077133.00","400772.00","-26.4226","-69.9951","EN CONSTRUCCION","S/I","622.12214405813","196000000","0","314000000","0","420","S/I","S/I","2/20/2019"
